id	subject	item	tasktype	translation_type	len_sl_chr	len_tl_chr	len_sl_wrd	len_tl_wrd	edit_time	k_total	k_letter	k_digit	k_white	k_symbol	k_nav	k_erase	k_copy	k_cut	k_paste	k_do	np_300	lp_300	np_1000	lp_1000	ev_time_ms	num_annotations
wbreaker-013-mt1-4	T4	wbreaker-0134	mt1	pe	12	20	2	4	2.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2910	1
wbreaker-013-mt1-5	T4	wbreaker-0135	mt1	pe	65	52	11	9	33.031	45	1	0	0	0	41	3	0	0	0	0	3	13889	2	13526	33031	1
wbreaker-013-mt1-6	T4	wbreaker-0136	mt1	pe	36	42	7	6	50.712	68	23	0	1	1	28	15	0	0	0	0	9	37805	4	34532	50712	1
wbreaker-013-mt1-7	T4	wbreaker-0137	mt1	pe	49	92	9	18	110.001	185	47	0	7	0	79	52	0	0	0	0	27	92972	10	84387	110001	1
wbreaker-013-mt1-8	T4	wbreaker-0138	mt1	pe	37	32	7	6	24.045	38	6	0	1	0	22	9	0	0	0	0	6	13921	3	11853	24045	1
wbreaker-013-mt1-9	T4	wbreaker-0139	mt1	pe	53	51	9	9	45.132	28	5	0	0	1	9	13	0	0	0	0	6	25111	5	24618	45132	1
wbreaker-013-mt1-10	T4	wbreaker-01310	mt1	pe	40	51	9	10	31.815	67	29	0	6	0	0	32	0	0	0	0	16	20566	6	14682	31815	1
wbreaker-014-mt2-1	T4	wbreaker-0141	mt2	pe	38	47	7	9	6.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6516	1
wbreaker-014-mt2-2	T4	wbreaker-0142	mt2	pe	12	15	2	3	3.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3220	1
wbreaker-014-mt2-3	T4	wbreaker-0143	mt2	pe	44	38	7	7	16.713	8	1	0	0	0	4	3	0	0	0	0	3	11382	2	11008	16713	1
wbreaker-014-mt2-4	T4	wbreaker-0144	mt2	pe	22	27	3	5	15.082	38	21	0	4	0	1	12	0	0	0	0	5	7434	1	4665	15082	1
wbreaker-014-mt2-5	T4	wbreaker-0145	mt2	pe	35	23	6	4	39.155	71	13	0	2	0	7	49	0	0	0	0	9	28900	3	26177	39155	1
wbreaker-014-mt2-6	T4	wbreaker-0146	mt2	pe	34	34	6	6	35.233	57	11	0	1	1	26	18	0	0	0	0	8	21316	3	18743	35233	1
wbreaker-014-mt2-7	T4	wbreaker-0147	mt2	pe	65	76	11	14	50.383	100	19	0	4	1	59	17	0	0	0	0	14	37621	8	34924	50383	1
wbreaker-014-mt2-8	T4	wbreaker-0148	mt2	pe	130	114	25	23	179.287	243	28	0	4	0	148	63	0	0	0	0	22	158479	12	153107	179287	1
wbreaker-014-mt2-9	T4	wbreaker-0149	mt2	pe	86	93	18	17	99.333	163	53	0	9	1	34	66	0	0	0	0	20	75275	6	66652	99333	1
wbreaker-014-mt2-10	T4	wbreaker-01410	mt2	pe	62	67	12	11	48.532	77	14	0	1	1	50	11	0	0	0	0	9	40452	4	38219	48532	1
wbreaker-015-mt1-1	T4	wbreaker-0151	mt1	pe	112	140	21	28	156.981	212	54	0	7	2	103	46	0	0	0	0	34	129817	14	119056	156981	1
wbreaker-015-mt1-2	T4	wbreaker-0152	mt1	pe	37	37	7	6	26.127	29	3	0	0	0	20	6	0	0	0	0	4	15693	4	15693	26127	1
wbreaker-015-mt1-3	T4	wbreaker-0153	mt1	pe	32	22	6	4	12.598	30	4	0	0	0	22	4	0	0	0	0	4	4608	1	3257	12598	1
wbreaker-015-mt1-4	T4	wbreaker-0154	mt1	pe	53	62	10	12	28.894	56	8	0	1	0	37	10	0	0	0	0	6	23951	4	22689	28894	1
wbreaker-015-mt1-5	T4	wbreaker-0155	mt1	pe	46	55	7	10	87.958	106	32	0	7	1	31	35	0	0	0	0	15	77312	5	71860	87958	1
wbreaker-015-mt1-6	T4	wbreaker-0156	mt1	pe	64	66	9	11	53.43	118	26	0	2	0	52	38	0	0	0	0	16	42751	7	38397	53430	1
wbreaker-015-mt1-7	T4	wbreaker-0157	mt1	pe	72	78	13	14	81.783	145	33	0	8	0	67	37	0	0	0	0	19	70137	8	64901	81783	1
wbreaker-015-mt1-8	T4	wbreaker-0158	mt1	pe	132	155	25	31	153.005	246	58	0	9	1	101	77	0	0	0	0	33	126138	14	116764	153005	1
wbreaker-015-mt1-9	T4	wbreaker-0159	mt1	pe	156	152	26	27	216.72	339	58	0	9	3	173	96	0	0	0	0	45	189217	21	177336	216720	1
wbreaker-015-mt1-10	T4	wbreaker-01510	mt1	pe	59	64	14	10	77.168	86	22	0	1	1	43	19	0	0	0	0	9	62576	4	59915	77168	1
wbreaker-016-mt2-1	T4	wbreaker-0161	mt2	pe	63	76	12	17	38.616	25	17	0	4	0	0	4	0	0	0	0	4	29641	2	28294	38616	1
wbreaker-016-mt2-2	T4	wbreaker-0162	mt2	pe	56	57	11	11	24.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24909	1
wbreaker-016-mt2-3	T4	wbreaker-0163	mt2	pe	32	33	7	6	17.711	26	7	0	1	1	12	5	0	0	0	0	8	13935	5	12570	17711	1
wbreaker-016-mt2-4	T4	wbreaker-0164	mt2	pe	78	85	16	18	80.896	71	15	0	3	0	40	13	0	0	0	0	13	73825	6	71073	80896	1
wbreaker-016-mt2-5	T4	wbreaker-0165	mt2	pe	51	66	9	13	40.665	53	22	0	5	0	0	26	0	0	0	0	8	33945	2	30869	40665	1
wbreaker-016-mt2-6	T4	wbreaker-0166	mt2	pe	117	133	21	25	180.473	188	41	0	9	0	86	52	0	0	0	0	19	163671	11	158741	180473	1
wbreaker-016-mt2-7	T4	wbreaker-0167	mt2	pe	29	32	5	5	13.897	18	8	0	0	0	0	10	0	0	0	0	4	3425	1	1705	13897	2
wbreaker-016-mt2-8	T4	wbreaker-0168	mt2	pe	33	34	6	6	64.007	18	2	0	1	0	11	4	0	0	0	0	3	6155	2	5854	64007	2
wbreaker-016-mt2-9	T4	wbreaker-0169	mt2	pe	61	81	11	15	57.502	110	29	0	5	2	49	25	0	0	0	0	17	39543	6	33015	57502	1
wbreaker-016-mt2-10	T4	wbreaker-01610	mt2	pe	64	68	11	14	58.88	63	13	0	3	0	34	13	0	0	0	0	10	48131	5	44612	58880	1
wbreaker-017-mt1-1	T4	wbreaker-0171	mt1	pe	122	138	23	26	143.714	158	32	0	2	1	74	49	0	0	0	0	19	103500	6	97460	143714	2
wbreaker-017-mt1-2	T4	wbreaker-0172	mt1	pe	68	75	12	12	224.126	94	33	0	4	2	22	33	0	0	0	0	16	87153	6	81870	224126	2
wbreaker-017-mt1-3	T4	wbreaker-0173	mt1	pe	111	105	20	19	70.96	111	19	0	2	0	56	34	0	0	0	0	14	63423	6	58366	70960	1
wbreaker-017-mt1-4	T4	wbreaker-0174	mt1	pe	62	42	13	9	12.86	15	4	0	0	0	0	11	0	0	0	0	3	8494	1	7198	12860	1
wbreaker-017-mt1-5	T4	wbreaker-0175	mt1	pe	101	113	18	18	113.408	143	32	0	3	1	74	33	0	0	0	0	20	91667	9	87564	113408	1
wbreaker-017-mt1-6	T4	wbreaker-0176	mt1	pe	41	64	9	14	39.06	70	12	0	4	2	44	8	0	0	0	0	7	32054	5	31250	39060	1
wbreaker-017-mt1-7	T4	wbreaker-0177	mt1	pe	35	35	6	7	8.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8144	1
wbreaker-017-mt1-8	T4	wbreaker-0178	mt1	pe	105	118	23	22	113.541	195	47	0	3	1	97	47	0	0	0	0	31	93792	13	86146	113541	1
wbreaker-017-mt1-9	T4	wbreaker-0179	mt1	pe	46	48	10	12	24.658	81	20	0	5	0	29	27	0	0	0	0	10	15315	3	11151	24658	1
wbreaker-017-mt1-10	T4	wbreaker-01710	mt1	pe	99	110	16	19	130.086	187	40	0	7	1	86	53	0	0	0	0	27	101064	9	91592	130086	1
wbreaker-018-ht-1	T4	wbreaker-0181	ht	ht	19	22	3	5	30.085	22	15	0	4	3	0	0	0	0	0	0	8	18050	4	15194	30085	1
wbreaker-018-ht-2	T4	wbreaker-0182	ht	ht	14	19	2	2	23.065	29	15	0	1	3	10	0	0	0	0	0	8	15805	5	14555	23065	1
wbreaker-018-ht-3	T4	wbreaker-0183	ht	ht	32	27	7	6	21.584	31	22	0	6	1	0	2	0	0	0	0	8	13942	1	10540	21584	1
wbreaker-018-ht-4	T4	wbreaker-0184	ht	ht	29	36	5	7	8.04	36	29	0	6	1	0	0	0	0	0	0	3	1638	0	0	8040	1
wbreaker-018-ht-5	T4	wbreaker-0185	ht	ht	29	30	5	4	25.21	30	23	0	3	4	0	0	0	0	0	0	7	16288	3	13413	25210	1
wbreaker-018-ht-6	T4	wbreaker-0186	ht	ht	63	63	15	12	36.712	69	54	0	11	1	0	3	0	0	0	0	13	24107	4	18924	36712	1
wbreaker-018-ht-7	T4	wbreaker-0187	ht	ht	83	101	14	14	149.874	113	85	0	13	4	10	1	0	0	0	0	21	130646	8	123485	149874	1
wbreaker-018-ht-8	T4	wbreaker-0188	ht	ht	19	13	4	2	8.056	13	11	0	1	1	0	0	0	0	0	0	4	4498	2	3004	8056	1
wbreaker-018-ht-9	T4	wbreaker-0189	ht	ht	71	84	12	13	59.297	134	91	0	12	6	0	25	0	0	0	0	32	40015	7	26934	59297	1
wbreaker-018-ht-10	T4	wbreaker-01810	ht	ht	70	90	12	18	136.688	98	76	0	17	1	0	4	0	0	0	0	19	90417	7	84061	136688	1
wbreaker-019-mt1-1	T4	wbreaker-0191	mt1	pe	50	52	9	9	27.64	42	1	0	0	1	37	3	0	0	0	0	3	14484	2	13737	27640	2
wbreaker-019-mt1-2	T4	wbreaker-0192	mt1	pe	24	26	5	3	50.603	23	9	0	0	1	1	12	0	0	0	0	6	31831	3	30106	50603	2
wbreaker-019-mt1-3	T4	wbreaker-0193	mt1	pe	20	20	3	4	4.631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4631	1
wbreaker-019-mt1-4	T4	wbreaker-0194	mt1	pe	39	51	5	10	6.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6660	1
wbreaker-019-mt1-5	T4	wbreaker-0195	mt1	pe	25	28	6	6	15.741	11	6	0	0	0	0	5	0	0	0	0	5	7900	1	6063	15741	1
wbreaker-019-mt1-6	T4	wbreaker-0196	mt1	pe	141	171	24	28	134.425	130	34	0	2	2	72	20	0	0	0	0	21	125225	11	119585	134425	1
wbreaker-019-mt1-7	T4	wbreaker-0197	mt1	pe	60	64	12	11	21.422	3	1	0	0	0	0	2	0	0	0	0	2	11165	1	10365	21422	1
wbreaker-019-mt1-8	T4	wbreaker-0198	mt1	pe	49	58	9	11	23.852	4	3	0	1	0	0	0	0	0	0	0	2	18136	1	17733	23852	1
wbreaker-019-mt1-9	T4	wbreaker-0199	mt1	pe	48	67	9	11	95.078	77	35	0	5	0	0	37	0	0	0	0	20	85379	9	80090	95078	1
wbreaker-019-mt1-10	T4	wbreaker-01910	mt1	pe	24	21	7	5	6.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6207	1
wbreaker-020-mt2-1	T4	wbreaker-0201	mt2	pe	25	39	5	6	13.158	44	13	0	2	0	16	13	0	0	0	0	8	8664	2	5136	13158	1
wbreaker-020-mt2-2	T4	wbreaker-0202	mt2	pe	96	100	18	17	116.665	126	27	0	3	0	76	20	0	0	0	0	16	93985	9	90171	116665	1
wbreaker-020-mt2-3	T4	wbreaker-0203	mt2	pe	37	40	8	7	28.196	37	16	0	3	0	9	9	0	0	0	0	7	23348	5	21960	28196	1
wbreaker-020-mt2-4	T4	wbreaker-0204	mt2	pe	62	67	11	11	72.053	147	33	0	3	0	79	32	0	0	0	0	19	49919	7	43009	72053	1
wbreaker-020-mt2-5	T4	wbreaker-0205	mt2	pe	11	15	2	3	18.078	3	1	0	0	0	0	2	0	0	0	0	1	2712	1	2712	18078	1
wbreaker-020-mt2-6	T4	wbreaker-0206	mt2	pe	21	27	3	5	18.955	50	18	0	3	1	12	16	0	0	0	0	10	11717	3	7487	18955	1
wbreaker-020-mt2-7	T4	wbreaker-0207	mt2	pe	42	58	7	12	54.986	51	15	0	5	1	13	17	0	0	0	0	8	42596	5	41011	54986	1
wbreaker-020-mt2-8	T4	wbreaker-0208	mt2	pe	59	55	11	9	16.622	17	9	0	0	0	0	8	0	0	0	0	4	6744	1	5261	16622	1
wbreaker-020-mt2-9	T4	wbreaker-0209	mt2	pe	84	99	18	15	96.413	92	39	0	3	0	14	36	0	0	0	0	17	79381	12	77056	96413	1
wbreaker-020-mt2-10	T4	wbreaker-02010	mt2	pe	18	25	4	5	19.693	30	14	0	3	0	4	9	0	0	0	0	10	14713	4	11952	19693	1
wbreaker-021-ht-1	T4	wbreaker-0211	ht	ht	21	25	3	4	24.224	43	25	0	3	2	8	5	0	0	0	0	11	16945	9	15768	24224	1
wbreaker-021-ht-2	T4	wbreaker-0212	ht	ht	127	135	21	22	398.902	246	155	0	30	2	7	52	0	0	0	0	49	370104	24	358327	398902	1
wbreaker-021-ht-3	T4	wbreaker-0213	ht	ht	91	102	16	19	97.791	140	98	0	19	4	0	19	0	0	0	0	36	74766	11	61887	97791	1
wbreaker-021-ht-4	T4	wbreaker-0214	ht	ht	56	57	9	10	75.991	69	53	0	9	1	0	6	0	0	0	0	18	66852	6	60475	75991	1
wbreaker-021-ht-5	T4	wbreaker-0215	ht	ht	66	109	10	18	169.462	117	94	0	17	2	0	4	0	0	0	0	26	143519	13	135527	169462	1
wbreaker-021-ht-6	T4	wbreaker-0216	ht	ht	174	190	29	30	254.183	225	163	0	31	9	9	13	0	0	0	0	56	223349	26	208957	254183	1
wbreaker-021-ht-7	T4	wbreaker-0217	ht	ht	75	91	13	15	91.809	164	91	0	18	1	35	19	0	0	0	0	25	66823	7	57672	91809	1
wbreaker-021-ht-8	T4	wbreaker-0218	ht	ht	25	18	5	4	21.063	18	14	0	3	1	0	0	0	0	0	0	3	1874	0	0	21063	1
wbreaker-021-ht-9	T4	wbreaker-0219	ht	ht	61	90	12	16	56.255	118	86	0	17	1	0	14	0	0	0	0	19	37841	4	30658	56255	1
wbreaker-021-ht-10	T4	wbreaker-02110	ht	ht	102	113	17	19	97.511	115	94	0	18	2	0	1	0	0	0	0	16	79251	6	74173	97511	1
wbreaker-022-mt2-1	T4	wbreaker-0221	mt2	pe	20	18	5	4	11.814	36	10	0	3	0	4	19	0	0	0	0	5	7000	2	5253	11814	1
wbreaker-022-mt2-2	T4	wbreaker-0222	mt2	pe	59	60	11	10	28.286	58	17	0	3	0	18	20	0	0	0	0	9	20588	2	16982	28286	1
wbreaker-022-mt2-3	T4	wbreaker-0223	mt2	pe	76	67	17	12	94.81	172	45	0	6	1	58	62	0	0	0	0	25	76779	10	69038	94810	1
wbreaker-022-mt2-4	T4	wbreaker-0224	mt2	pe	97	118	17	23	320.423	152	31	0	9	1	70	41	0	0	0	0	23	299537	14	295000	320423	1
wbreaker-022-mt2-5	T4	wbreaker-0225	mt2	pe	41	42	9	7	53.5	10	6	0	0	0	0	4	0	0	0	0	3	46670	1	45787	53500	1
wbreaker-022-mt2-6	T4	wbreaker-0226	mt2	pe	126	144	28	28	150.211	112	27	0	6	2	52	25	0	0	0	0	23	121375	12	116140	150211	1
wbreaker-022-mt2-7	T4	wbreaker-0227	mt2	pe	21	17	3	3	68.581	36	12	0	2	0	0	22	0	0	0	0	10	62447	6	60328	68581	1
wbreaker-022-mt2-8	T4	wbreaker-0228	mt2	pe	45	52	8	8	16.787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16787	1
wbreaker-022-mt2-9	T4	wbreaker-0229	mt2	pe	92	89	17	17	211.821	252	60	0	9	1	100	79	0	1	2	0	40	187031	17	175231	211821	2
wbreaker-022-mt2-10	T4	wbreaker-02210	mt2	pe	113	110	17	16	58.124	52	0	0	0	0	38	14	0	0	0	0	3	23982	2	23490	58124	1
wbreaker-023-ht-1	T4	wbreaker-0231	ht	ht	167	189	28	32	178.839	289	199	0	36	4	0	50	0	0	0	0	45	137759	16	123078	178839	1
wbreaker-023-ht-2	T4	wbreaker-0232	ht	ht	122	139	17	24	310.615	167	124	0	26	3	0	14	0	0	0	0	22	283334	9	276395	310615	1
wbreaker-023-ht-3	T4	wbreaker-0233	ht	ht	26	38	4	6	16.992	38	32	0	5	1	0	0	0	0	0	0	5	10443	2	9113	16992	1
wbreaker-023-ht-4	T4	wbreaker-0234	ht	ht	55	63	10	10	110.048	91	60	0	9	2	12	8	0	0	0	0	18	92827	6	86475	110048	1
wbreaker-023-ht-5	T4	wbreaker-0235	ht	ht	77	83	15	14	28.751	83	67	0	13	3	0	0	0	0	0	0	11	15102	3	10632	28751	1
wbreaker-023-ht-6	T4	wbreaker-0236	ht	ht	57	46	9	8	27.097	46	38	0	7	1	0	0	0	0	0	0	7	18349	1	15342	27097	1
wbreaker-023-ht-7	T4	wbreaker-0237	ht	ht	66	54	13	9	35.833	68	44	0	8	9	0	7	0	0	0	0	20	27252	8	21155	35833	1
wbreaker-023-ht-8	T4	wbreaker-0238	ht	ht	48	60	8	11	35.535	72	51	0	11	4	0	6	0	0	0	0	18	24461	7	18738	35535	1
wbreaker-023-ht-9	T4	wbreaker-0239	ht	ht	27	26	5	6	11.776	26	19	0	5	2	0	0	0	0	0	0	7	7292	3	5107	11776	1
wbreaker-023-ht-10	T4	wbreaker-02310	ht	ht	64	77	13	13	34.016	77	63	0	12	2	0	0	0	0	0	0	9	21376	4	18939	34016	1
wbreaker-024-mt1-1	T4	wbreaker-0241	mt1	pe	19	19	3	3	3.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3823	1
wbreaker-024-mt1-2	T4	wbreaker-0242	mt1	pe	62	65	10	11	37.536	79	25	0	3	0	17	34	0	0	0	0	9	24273	2	19826	37536	1
wbreaker-024-mt1-3	T4	wbreaker-0243	mt1	pe	18	30	3	6	8.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8066	1
wbreaker-024-mt1-4	T4	wbreaker-0244	mt1	pe	27	30	5	5	9.758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9758	1
wbreaker-024-mt1-5	T4	wbreaker-0245	mt1	pe	82	90	13	15	184.841	109	26	0	2	0	42	39	0	0	0	0	17	171310	9	167138	184841	1
wbreaker-024-mt1-6	T4	wbreaker-0246	mt1	pe	66	91	11	17	57.39	42	12	0	3	0	20	7	0	0	0	0	6	34824	4	33985	57390	1
wbreaker-024-mt1-7	T4	wbreaker-0247	mt1	pe	24	30	4	5	9.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9648	1
wbreaker-024-mt1-8	T4	wbreaker-0248	mt1	pe	116	108	18	17	108.917	231	47	0	6	3	100	75	0	0	0	0	22	91785	9	85205	108917	1
wbreaker-024-mt1-9	T4	wbreaker-0249	mt1	pe	69	70	13	14	30.806	90	10	0	1	1	62	16	0	0	0	0	9	23623	4	21230	30806	1
wbreaker-024-mt1-10	T4	wbreaker-02410	mt1	pe	107	117	20	21	139.098	231	51	0	6	1	129	44	0	0	0	0	28	118337	13	109468	139098	1
wbreaker-025-mt2-1	T4	wbreaker-0251	mt2	pe	86	113	16	20	169.885	99	45	0	8	3	21	22	0	0	0	0	18	153462	9	147535	169885	1
wbreaker-025-mt2-2	T4	wbreaker-0252	mt2	pe	70	70	13	11	38.801	11	6	0	0	0	0	5	0	0	0	0	5	35861	1	34035	38801	1
wbreaker-025-mt2-3	T4	wbreaker-0253	mt2	pe	20	28	4	7	9.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9513	1
wbreaker-025-mt2-4	T4	wbreaker-0254	mt2	pe	83	92	16	16	56.71	77	21	0	3	0	35	18	0	0	0	0	12	48024	7	45391	56710	1
wbreaker-025-mt2-5	T4	wbreaker-0255	mt2	pe	20	31	4	5	16.12	14	9	0	1	1	1	2	0	0	0	0	5	12419	3	11043	16120	1
wbreaker-025-mt2-6	T4	wbreaker-0256	mt2	pe	82	96	17	18	59.265	33	17	0	1	0	0	15	0	0	0	0	7	40544	3	38785	59265	1
wbreaker-025-mt2-7	T4	wbreaker-0257	mt2	pe	155	156	28	28	194.208	195	65	0	11	0	96	23	0	0	0	0	23	157418	9	150257	194208	1
wbreaker-025-mt2-8	T4	wbreaker-0258	mt2	pe	22	25	3	5	9.77	15	1	0	0	0	11	3	0	0	0	0	2	5024	2	5024	9770	1
wbreaker-025-mt2-9	T4	wbreaker-0259	mt2	pe	92	89	18	17	43.662	64	3	0	0	0	55	6	0	0	0	0	3	16860	3	16860	43662	1
wbreaker-025-mt2-10	T4	wbreaker-02510	mt2	pe	91	71	18	11	50.925	101	7	0	0	2	73	19	0	0	0	0	4	37693	2	36465	50925	1
wbreaker-026-ht-1	T4	wbreaker-0261	ht	ht	10	10	2	2	10.64	10	8	0	1	1	0	0	0	0	0	0	3	7371	1	6103	10640	1
wbreaker-026-ht-2	T4	wbreaker-0262	ht	ht	39	50	7	9	19.465	54	43	0	8	1	0	2	0	0	0	0	9	11880	1	7143	19465	1
wbreaker-026-ht-3	T4	wbreaker-0263	ht	ht	70	74	14	13	79.929	76	60	0	12	3	0	1	0	0	0	0	15	61868	5	57334	79929	1
wbreaker-026-ht-4	T4	wbreaker-0264	ht	ht	158	170	29	31	128.176	184	141	0	30	3	6	4	0	0	0	0	28	98089	14	90628	128176	1
wbreaker-026-ht-5	T4	wbreaker-0265	ht	ht	13	10	3	2	32.129	18	11	0	1	2	0	4	0	0	0	0	6	27627	4	26708	32129	1
wbreaker-026-ht-6	T4	wbreaker-0266	ht	ht	79	92	17	17	61.313	104	80	0	16	2	0	6	0	0	0	0	17	34266	5	28325	61313	1
wbreaker-026-ht-7	T4	wbreaker-0267	ht	ht	151	160	27	29	184.696	168	127	0	29	8	0	4	0	0	0	0	35	148152	12	135309	184696	1
wbreaker-026-ht-8	T4	wbreaker-0268	ht	ht	101	119	17	20	215.748	155	114	0	21	1	2	17	0	0	0	0	34	184521	16	174495	215748	2
wbreaker-026-ht-9	T4	wbreaker-0269	ht	ht	51	57	10	11	30.216	57	45	0	10	2	0	0	0	0	0	0	9	14424	2	11141	30216	1
wbreaker-026-ht-10	T4	wbreaker-02610	ht	ht	34	28	6	5	27.208	28	21	0	4	3	0	0	0	0	0	0	7	7095	2	4236	27208	1
wbreaker-027-mt1-1	T4	wbreaker-0271	mt1	pe	25	22	6	5	3.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3148	1
wbreaker-027-mt1-2	T4	wbreaker-0272	mt1	pe	70	74	13	15	55.999	106	19	0	3	1	55	28	0	0	0	0	17	45947	12	44125	55999	1
wbreaker-027-mt1-3	T4	wbreaker-0273	mt1	pe	50	32	11	5	51.142	59	22	0	0	0	0	37	0	0	0	0	9	35917	5	33676	51142	1
wbreaker-027-mt1-4	T4	wbreaker-0274	mt1	pe	67	82	13	15	119.742	182	54	0	11	2	36	79	0	0	0	0	24	98968	14	93460	119742	1
wbreaker-027-mt1-5	T4	wbreaker-0275	mt1	pe	119	137	25	22	170.522	204	41	0	5	3	115	40	0	0	0	0	27	147961	14	140328	170522	1
wbreaker-027-mt1-6	T4	wbreaker-0276	mt1	pe	75	69	13	13	43.167	125	28	0	3	0	52	42	0	0	0	0	15	28669	6	23828	43167	1
wbreaker-027-mt1-7	T4	wbreaker-0277	mt1	pe	22	29	4	5	15.214	52	24	0	4	0	0	24	0	0	0	0	11	8152	1	2760	15214	1
wbreaker-027-mt1-8	T4	wbreaker-0278	mt1	pe	36	38	5	5	36.287	45	20	0	0	0	14	11	0	0	0	0	10	24890	3	21158	36287	1
wbreaker-027-mt1-9	T4	wbreaker-0279	mt1	pe	7	8	1	1	4.303	1	1	0	0	0	0	0	0	0	0	0	1	2181	1	2181	4303	1
wbreaker-027-mt1-10	T4	wbreaker-02710	mt1	pe	103	104	17	19	107.854	158	49	0	8	1	43	57	0	0	0	0	17	70903	8	66050	107854	1
wbreaker-028-mt2-1	T4	wbreaker-0281	mt2	pe	82	86	14	15	117.454	68	21	0	3	0	32	12	0	0	0	0	12	111937	8	109655	117454	1
wbreaker-028-mt2-2	T4	wbreaker-0282	mt2	pe	37	28	8	6	10.694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10694	1
wbreaker-028-mt2-3	T4	wbreaker-0283	mt2	pe	57	67	11	14	32.83	56	0	0	0	0	38	18	0	0	0	0	4	19515	2	18129	32830	1
wbreaker-028-mt2-4	T4	wbreaker-0284	mt2	pe	89	110	18	23	74.39	174	38	0	9	0	84	43	0	0	0	0	13	55971	5	51740	74390	1
wbreaker-028-mt2-5	T4	wbreaker-0285	mt2	pe	53	52	7	9	55.127	78	35	0	5	0	0	38	0	0	0	0	14	40708	9	38205	55127	1
wbreaker-028-mt2-6	T4	wbreaker-0286	mt2	pe	44	47	8	7	29.093	20	6	0	1	1	1	11	0	0	0	0	3	21888	2	20958	29093	1
wbreaker-028-mt2-7	T4	wbreaker-0287	mt2	pe	62	72	11	9	69.237	65	3	0	1	3	43	15	0	0	0	0	8	59291	6	58189	69237	1
wbreaker-028-mt2-8	T4	wbreaker-0288	mt2	pe	128	126	24	22	105.524	147	35	0	4	1	68	39	0	0	0	0	26	86703	15	81384	105524	1
wbreaker-028-mt2-9	T4	wbreaker-0289	mt2	pe	92	95	16	18	37.628	60	1	0	0	0	54	5	0	0	0	0	4	30986	3	30552	37628	1
wbreaker-028-mt2-10	T4	wbreaker-02810	mt2	pe	54	50	9	10	32.909	40	13	0	2	0	0	25	0	0	0	0	3	23923	1	22592	32909	1
wbreaker-029-ht-1	T4	wbreaker-0291	ht	ht	55	49	10	9	35.671	49	38	0	8	3	0	0	0	0	0	0	7	17963	2	15352	35671	1
wbreaker-029-ht-2	T4	wbreaker-0292	ht	ht	64	62	11	12	77.633	62	45	0	11	6	0	0	0	0	0	0	17	62273	6	55123	77633	1
wbreaker-029-ht-3	T4	wbreaker-0293	ht	ht	12	16	3	2	7.017	20	16	0	1	1	0	2	0	0	0	0	4	3090	1	1144	7017	1
wbreaker-029-ht-4	T4	wbreaker-0294	ht	ht	39	29	7	6	28.274	29	22	0	5	2	0	0	0	0	0	0	7	16031	2	14317	28274	1
wbreaker-029-ht-5	T4	wbreaker-0295	ht	ht	31	35	8	8	75.834	35	27	0	7	1	0	0	0	0	0	0	4	57039	1	55535	75834	1
wbreaker-029-ht-6	T4	wbreaker-0296	ht	ht	46	48	9	9	40.655	48	39	0	8	1	0	0	0	0	0	0	8	27838	3	25400	40655	1
wbreaker-029-ht-7	T4	wbreaker-0297	ht	ht	53	50	10	8	54.392	50	42	0	7	1	0	0	0	0	0	0	12	37395	3	32707	54392	1
wbreaker-029-ht-8	T4	wbreaker-0298	ht	ht	64	80	10	14	129.688	80	63	0	13	4	0	0	0	0	0	0	18	116994	8	112451	129688	1
wbreaker-029-ht-9	T4	wbreaker-0299	ht	ht	87	110	14	22	138.223	128	93	0	23	3	0	9	0	0	0	0	29	114049	11	102477	138223	1
wbreaker-029-ht-10	T4	wbreaker-02910	ht	ht	105	93	22	17	155.55	115	82	0	16	6	0	11	0	0	0	0	22	135581	8	128100	155550	1
wbreaker-030-mt1-1	T4	wbreaker-0301	mt1	pe	20	23	4	4	4.339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4339	1
wbreaker-030-mt1-2	T4	wbreaker-0302	mt1	pe	46	55	7	10	59.48	58	11	0	1	0	34	12	0	0	0	0	7	52137	5	51461	59480	1
wbreaker-030-mt1-3	T4	wbreaker-0303	mt1	pe	127	153	26	31	119.787	269	75	0	15	1	100	78	0	0	0	0	28	89969	12	81455	119787	1
