id	subject	item	tasktype	translation_type	len_sl_chr	len_tl_chr	len_sl_wrd	len_tl_wrd	edit_time	k_total	k_letter	k_digit	k_white	k_symbol	k_nav	k_erase	k_copy	k_cut	k_paste	k_do	np_300	lp_300	np_1000	lp_1000	ev_time_ms	num_annotations
wbreaker-016-ht-2	T2	wbreaker-0162	ht	ht	56	63	11	10	39.104	78	57	0	9	5	4	3	0	0	0	0	13	23064	5	18489	39104	2
wbreaker-016-ht-3	T2	wbreaker-0163	ht	ht	32	33	7	6	6.6	33	26	0	5	2	0	0	0	0	0	0	1	700	0	0	6600	1
wbreaker-016-ht-4	T2	wbreaker-0164	ht	ht	78	65	16	15	33.087	85	57	0	17	1	0	10	0	0	0	0	13	22262	3	16372	33087	1
wbreaker-016-ht-5	T2	wbreaker-0165	ht	ht	51	54	9	9	16.623	69	49	0	8	4	1	7	0	0	0	0	7	6753	1	3585	16623	1
wbreaker-016-ht-6	T2	wbreaker-0166	ht	ht	117	154	21	26	123.001	306	188	0	39	11	3	65	0	0	0	0	46	85126	14	70340	123001	2
wbreaker-016-ht-7	T2	wbreaker-0167	ht	ht	29	46	5	6	60.693	182	139	0	18	4	0	21	0	0	0	0	10	36403	3	32533	76555	3
wbreaker-016-ht-8	T2	wbreaker-0168	ht	ht	33	38	6	7	26.325	71	58	0	10	2	0	1	0	0	0	0	7	12724	1	10024	26325	3
wbreaker-016-ht-9	T2	wbreaker-0169	ht	ht	61	82	11	14	93.487	404	272	0	59	13	8	52	0	0	0	0	37	102529	14	93231	144504	2
wbreaker-016-ht-10	T2	wbreaker-01610	ht	ht	64	74	11	16	23.314	88	60	0	19	2	0	7	0	0	0	0	9	9364	1	6014	23314	1
wbreaker-017-mt2-1	T2	wbreaker-0171	mt2	pe	122	129	23	22	53.954	152	61	0	8	2	7	74	0	0	0	0	19	30480	6	23663	53954	3
wbreaker-017-mt2-2	T2	wbreaker-0172	mt2	pe	68	83	12	13	64.23	103	75	0	14	5	1	8	0	0	0	0	17	35160	7	29626	64230	3
wbreaker-017-mt2-3	T2	wbreaker-0173	mt2	pe	111	114	20	21	55.816	150	103	0	23	6	0	18	0	0	0	0	9	33164	2	30687	55816	1
wbreaker-017-mt2-4	T2	wbreaker-0174	mt2	pe	62	42	13	9	18.287	17	14	0	1	0	0	2	0	0	0	0	3	7965	1	6860	18287	2
wbreaker-017-mt2-5	T2	wbreaker-0175	mt2	pe	101	97	18	16	40.834	40	17	0	5	2	0	16	0	0	0	0	10	29719	4	27150	40834	1
wbreaker-017-mt2-6	T2	wbreaker-0176	mt2	pe	41	46	9	11	20.267	56	38	0	10	3	0	5	0	0	0	0	7	12560	1	9151	20267	1
wbreaker-017-mt2-7	T2	wbreaker-0177	mt2	pe	35	41	6	9	5.312	7	4	0	2	0	1	0	0	0	0	0	2	3044	2	3044	5312	1
wbreaker-017-mt2-8	T2	wbreaker-0178	mt2	pe	105	96	23	21	44.852	41	25	0	5	0	2	9	0	0	0	0	9	38946	5	36913	44852	1
wbreaker-017-mt2-9	T2	wbreaker-0179	mt2	pe	46	59	10	13	17.565	50	27	0	7	0	0	16	0	0	0	0	7	9619	3	7274	17565	1
wbreaker-017-mt2-10	T2	wbreaker-01710	mt2	pe	99	114	16	18	75.955	58	36	0	5	1	8	8	0	0	0	0	14	67037	10	64401	75955	1
wbreaker-018-mt1-1	T2	wbreaker-0181	mt1	pe	19	19	3	4	71.072	10	6	0	1	0	0	3	0	0	0	0	2	68434	1	67919	71072	1
wbreaker-018-mt1-2	T2	wbreaker-0182	mt1	pe	14	24	2	4	16.765	12	4	0	1	0	2	5	0	0	0	0	7	9201	3	7117	16765	2
wbreaker-018-mt1-3	T2	wbreaker-0183	mt1	pe	32	29	7	6	4.07	3	1	0	0	0	0	2	0	0	0	0	1	2554	1	2554	4070	1
wbreaker-018-mt1-4	T2	wbreaker-0184	mt1	pe	29	36	5	7	0.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933	1
wbreaker-018-mt1-5	T2	wbreaker-0185	mt1	pe	29	44	5	7	16.005	24	15	0	0	0	4	5	0	0	0	0	5	10856	3	9924	16005	1
wbreaker-018-mt1-6	T2	wbreaker-0186	mt1	pe	63	76	15	15	14.141	27	17	0	4	1	5	0	0	0	0	0	3	10634	3	10634	14141	1
wbreaker-018-mt1-7	T2	wbreaker-0187	mt1	pe	83	94	14	15	17.089	60	20	0	5	0	17	18	0	0	0	0	9	10214	3	6820	17089	1
wbreaker-018-mt1-8	T2	wbreaker-0188	mt1	pe	19	13	4	2	9.739	15	11	0	1	2	0	1	0	0	0	0	1	2503	1	2503	9739	2
wbreaker-018-mt1-9	T2	wbreaker-0189	mt1	pe	71	84	12	14	21.719	20	11	0	2	1	0	6	0	0	0	0	8	12381	5	11266	21719	2
wbreaker-018-mt1-10	T2	wbreaker-01810	mt1	pe	70	72	12	15	36.195	61	30	0	7	0	8	16	0	0	0	0	7	23963	4	22779	36195	2
wbreaker-019-ht-1	T2	wbreaker-0191	ht	ht	50	54	9	10	12.642	55	41	0	9	4	1	0	0	0	0	0	5	5016	2	3863	12642	1
wbreaker-019-ht-2	T2	wbreaker-0192	ht	ht	24	29	5	4	13.633	33	22	0	3	5	2	1	0	0	0	0	5	6311	3	5048	13633	1
wbreaker-019-ht-3	T2	wbreaker-0193	ht	ht	20	24	3	4	9.402	32	24	0	3	1	0	4	0	0	0	0	6	3671	0	0	9402	1
wbreaker-019-ht-4	T2	wbreaker-0194	ht	ht	39	55	5	13	34.866	76	51	0	15	5	0	5	0	0	0	0	9	24959	3	22600	34866	1
wbreaker-019-ht-5	T2	wbreaker-0195	ht	ht	25	21	6	5	7.172	35	20	0	6	2	0	7	0	0	0	0	2	1092	0	0	7172	1
wbreaker-019-ht-6	T2	wbreaker-0196	ht	ht	141	159	24	29	68.986	169	128	0	28	8	0	5	0	0	0	0	20	35988	6	29091	68986	3
wbreaker-019-ht-7	T2	wbreaker-0197	ht	ht	60	66	12	12	29.724	79	57	0	12	3	0	7	0	0	0	0	7	19583	3	17329	29724	1
wbreaker-019-ht-8	T2	wbreaker-0198	ht	ht	49	52	9	9	22.547	100	72	0	13	1	2	12	0	0	0	0	8	9480	3	7131	22547	1
wbreaker-019-ht-9	T2	wbreaker-0199	ht	ht	48	73	9	11	34.999	81	65	0	11	1	0	4	0	0	0	0	6	23074	2	20719	34999	1
wbreaker-019-ht-10	T2	wbreaker-01910	ht	ht	24	26	7	6	20.985	46	30	0	7	2	0	7	0	0	0	0	4	3499	1	1806	20985	2
wbreaker-020-mt2-1	T2	wbreaker-0201	mt2	pe	25	33	5	5	0.987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	1
wbreaker-020-mt2-2	T2	wbreaker-0202	mt2	pe	96	96	18	17	47.43	103	40	0	7	2	23	31	0	0	0	0	14	24227	8	21315	47430	4
wbreaker-020-mt2-3	T2	wbreaker-0203	mt2	pe	37	40	8	7	51.515	30	24	0	5	0	1	0	0	0	0	0	3	47428	2	46932	51515	1
wbreaker-020-mt2-4	T2	wbreaker-0204	mt2	pe	62	65	11	11	79.282	62	38	0	5	1	8	10	0	0	0	0	14	63610	9	60880	79282	3
wbreaker-020-mt2-5	T2	wbreaker-0205	mt2	pe	11	15	2	3	6.802	7	2	0	0	1	0	4	0	0	0	0	4	4467	3	3498	6802	1
wbreaker-020-mt2-6	T2	wbreaker-0206	mt2	pe	21	21	3	3	8.361	11	7	0	1	0	1	2	0	0	0	0	4	4599	2	3884	8361	2
wbreaker-020-mt2-7	T2	wbreaker-0207	mt2	pe	42	51	7	10	9.256	5	1	0	0	0	0	4	0	0	0	0	2	2539	1	1654	9256	2
wbreaker-020-mt2-8	T2	wbreaker-0208	mt2	pe	59	53	11	9	8.802	31	13	0	2	0	0	16	0	0	0	0	5	3562	1	1923	8802	1
wbreaker-020-mt2-9	T2	wbreaker-0209	mt2	pe	84	107	18	20	49.986	116	47	0	11	1	21	36	0	0	0	0	18	28455	5	22230	49986	2
wbreaker-020-mt2-10	T2	wbreaker-02010	mt2	pe	18	17	4	3	1.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018	1
wbreaker-021-mt1-1	T2	wbreaker-0211	mt1	pe	21	26	3	5	36.007	49	30	0	6	1	0	12	0	0	0	0	6	10190	3	8285	36007	2
wbreaker-021-mt1-2	T2	wbreaker-0212	mt1	pe	127	132	21	23	100.128	56	38	0	6	1	0	11	0	0	0	0	8	40658	4	38747	100128	2
wbreaker-021-mt1-3	T2	wbreaker-0213	mt1	pe	91	84	16	15	36.199	168	73	0	13	1	15	66	0	0	0	0	18	20870	6	14440	36199	1
wbreaker-021-mt1-4	T2	wbreaker-0214	mt1	pe	56	73	9	13	34.899	105	77	0	15	3	0	10	0	0	0	0	16	22068	4	17468	34899	1
wbreaker-021-mt1-5	T2	wbreaker-0215	mt1	pe	66	87	10	11	465.846	227	135	0	22	3	12	55	0	0	0	0	28	434503	9	425884	465846	2
wbreaker-021-mt1-6	T2	wbreaker-0216	mt1	pe	174	177	29	29	166.836	191	88	0	16	6	33	48	0	0	0	0	38	149836	16	138473	166836	1
wbreaker-021-mt1-7	T2	wbreaker-0217	mt1	pe	75	101	13	16	19.814	37	24	0	4	0	8	1	0	0	0	0	4	14993	2	14177	19814	1
wbreaker-021-mt1-8	T2	wbreaker-0218	mt1	pe	25	24	5	5	4.037	7	5	0	1	0	1	0	0	0	0	0	1	1884	1	1884	4037	1
wbreaker-021-mt1-9	T2	wbreaker-0219	mt1	pe	61	66	12	12	18.076	36	23	0	4	0	8	1	0	0	0	0	6	13944	3	12596	18076	1
wbreaker-021-mt1-10	T2	wbreaker-02110	mt1	pe	102	108	17	18	15.811	30	11	0	3	0	12	4	0	0	0	0	5	12026	4	11626	15811	1
wbreaker-022-ht-1	T2	wbreaker-0221	ht	ht	20	21	5	5	7.033	24	17	0	4	1	1	1	0	0	0	0	3	3058	1	2296	7033	1
wbreaker-022-ht-2	T2	wbreaker-0222	ht	ht	59	55	11	9	60.656	86	63	0	9	2	1	11	0	0	0	0	12	45155	3	41171	60656	2
wbreaker-022-ht-3	T2	wbreaker-0223	ht	ht	76	80	17	15	52.905	115	75	0	19	5	0	16	0	0	0	0	9	23586	1	20211	52905	2
wbreaker-022-ht-4	T2	wbreaker-0224	ht	ht	97	99	17	19	70.34	275	146	0	39	10	0	80	0	0	0	0	39	42743	7	28954	70340	1
wbreaker-022-ht-5	T2	wbreaker-0225	ht	ht	41	40	9	8	54.171	89	61	0	13	4	0	11	0	0	0	0	18	38969	4	31607	54171	2
wbreaker-022-ht-6	T2	wbreaker-0226	ht	ht	126	125	28	25	71.052	163	121	0	28	3	0	11	0	0	0	0	18	24275	8	19402	71052	2
wbreaker-022-ht-7	T2	wbreaker-0227	ht	ht	21	25	3	5	8.8	27	21	0	4	1	0	1	0	0	0	0	5	3782	1	2099	8800	1
wbreaker-022-ht-8	T2	wbreaker-0228	ht	ht	45	55	8	9	12.44	69	52	0	9	1	0	7	0	0	0	0	4	3155	1	2153	12440	1
wbreaker-022-ht-9	T2	wbreaker-0229	ht	ht	92	113	17	22	38.794	120	92	0	22	3	0	3	0	0	0	0	16	12642	4	6573	38794	3
wbreaker-022-ht-10	T2	wbreaker-02210	ht	ht	113	109	17	17	118.31	171	117	0	22	1	0	31	0	0	0	0	24	32061	8	24495	118310	2
wbreaker-023-mt2-1	T2	wbreaker-0231	mt2	pe	167	209	28	36	123.081	113	75	0	16	1	8	13	0	0	0	0	14	108673	6	105456	123081	1
wbreaker-023-mt2-2	T2	wbreaker-0232	mt2	pe	122	141	17	22	25.604	15	9	0	2	2	1	1	0	0	0	0	4	16524	2	15145	25604	2
wbreaker-023-mt2-3	T2	wbreaker-0233	mt2	pe	26	28	4	5	4.769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4769	1
wbreaker-023-mt2-4	T2	wbreaker-0234	mt2	pe	55	75	10	11	3.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3320	1
wbreaker-023-mt2-5	T2	wbreaker-0235	mt2	pe	77	79	15	15	9.57	5	5	0	0	0	0	0	0	0	0	0	1	5242	1	5242	9570	1
wbreaker-023-mt2-6	T2	wbreaker-0236	mt2	pe	57	57	9	9	11.424	6	0	0	0	0	1	5	0	0	0	0	2	4195	1	3315	11424	1
wbreaker-023-mt2-7	T2	wbreaker-0237	mt2	pe	66	67	13	14	21.346	12	4	0	1	1	1	5	0	0	0	0	4	7256	2	6343	21346	4
wbreaker-023-mt2-8	T2	wbreaker-0238	mt2	pe	48	52	8	11	18.664	8	3	0	1	0	0	4	0	0	0	0	2	1817	1	1474	18664	4
wbreaker-023-mt2-9	T2	wbreaker-0239	mt2	pe	27	24	5	5	11.984	23	18	0	4	0	0	1	0	0	0	0	2	4037	1	3437	11984	2
wbreaker-023-mt2-10	T2	wbreaker-02310	mt2	pe	64	74	13	13	2.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2860	1
wbreaker-024-mt1-1	T2	wbreaker-0241	mt1	pe	19	19	3	3	13.066	12	6	0	2	0	3	1	0	0	0	0	2	3771	2	3771	13066	2
wbreaker-024-mt1-2	T2	wbreaker-0242	mt1	pe	62	59	10	8	18.024	56	24	0	3	1	7	21	0	0	0	0	11	12549	2	7236	18024	1
wbreaker-024-mt1-3	T2	wbreaker-0243	mt1	pe	18	33	3	7	2.952	3	2	0	1	0	0	0	0	0	0	0	1	1199	1	1199	2952	1
wbreaker-024-mt1-4	T2	wbreaker-0244	mt1	pe	27	30	5	5	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	1
wbreaker-024-mt1-5	T2	wbreaker-0245	mt1	pe	82	95	13	14	118.693	146	75	0	12	2	3	54	0	0	0	0	21	92659	6	85404	118693	1
wbreaker-024-mt1-6	T2	wbreaker-0246	mt1	pe	66	80	11	15	160.288	54	17	0	4	0	15	18	0	0	0	0	6	155542	5	155058	160288	1
wbreaker-024-mt1-7	T2	wbreaker-0247	mt1	pe	24	32	4	4	20.602	66	57	0	7	2	0	0	0	0	0	0	7	12283	2	10147	20602	1
wbreaker-024-mt1-8	T2	wbreaker-0248	mt1	pe	116	111	18	20	77.15	179	119	0	22	7	1	30	0	0	0	0	23	46725	8	38952	77150	3
wbreaker-024-mt1-9	T2	wbreaker-0249	mt1	pe	69	80	13	17	33.479	68	26	0	5	1	21	15	0	0	0	0	14	28109	9	25008	33479	1
wbreaker-024-mt1-10	T2	wbreaker-02410	mt1	pe	107	149	20	27	59.474	151	83	0	18	2	19	29	0	0	0	0	19	38807	9	33503	59474	1
wbreaker-025-ht-1	T2	wbreaker-0251	ht	ht	86	102	16	17	129.869	130	96	0	17	2	2	13	0	0	0	0	23	92782	6	84873	129869	1
wbreaker-025-ht-2	T2	wbreaker-0252	ht	ht	70	82	13	13	22.539	104	75	0	12	6	0	11	0	0	0	0	16	10304	2	3864	22539	1
wbreaker-025-ht-3	T2	wbreaker-0253	ht	ht	20	31	4	8	6.965	31	23	0	7	1	0	0	0	0	0	0	4	2291	0	0	6965	1
wbreaker-025-ht-4	T2	wbreaker-0254	ht	ht	83	96	16	15	23.274	98	79	0	14	4	0	1	0	0	0	0	12	11404	3	7966	23274	1
wbreaker-025-ht-5	T2	wbreaker-0255	ht	ht	20	32	4	6	12.235	40	30	0	5	1	0	4	0	0	0	0	6	3448	0	0	12235	2
wbreaker-025-ht-6	T2	wbreaker-0256	ht	ht	82	80	17	15	22.673	127	83	0	16	1	0	27	0	0	0	0	9	8340	2	5429	22673	1
wbreaker-025-ht-7	T2	wbreaker-0257	ht	ht	155	144	28	25	81.998	209	146	0	30	3	1	29	0	0	0	0	24	47203	7	38485	81998	2
wbreaker-025-ht-8	T2	wbreaker-0258	ht	ht	22	30	3	6	12.717	58	31	0	8	5	0	14	0	0	0	0	9	5188	0	0	12717	1
wbreaker-025-ht-9	T2	wbreaker-0259	ht	ht	92	72	18	14	87.716	130	100	0	21	4	0	5	0	0	0	0	15	33630	6	29938	87716	3
wbreaker-025-ht-10	T2	wbreaker-02510	ht	ht	91	89	18	13	55.232	150	96	0	16	12	0	26	0	0	0	0	22	33184	6	25070	55232	2
wbreaker-026-mt2-1	T2	wbreaker-0261	mt2	pe	10	10	2	2	0.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	1
wbreaker-026-mt2-2	T2	wbreaker-0262	mt2	pe	39	37	7	6	0.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	1
wbreaker-026-mt2-3	T2	wbreaker-0263	mt2	pe	70	79	14	15	32.118	99	72	0	15	3	0	9	0	0	0	0	10	12143	4	9726	32118	3
wbreaker-026-mt2-4	T2	wbreaker-0264	mt2	pe	158	166	29	31	147.889	235	114	0	20	2	27	72	0	0	0	0	38	118944	17	108139	147889	2
wbreaker-026-mt2-5	T2	wbreaker-0265	mt2	pe	13	12	3	3	3.785	3	1	0	1	0	1	0	0	0	0	0	1	1616	1	1616	3785	2
wbreaker-026-mt2-6	T2	wbreaker-0266	mt2	pe	79	75	17	15	27.954	6	1	0	1	0	0	4	0	0	0	0	5	17993	4	17246	27954	2
wbreaker-026-mt2-7	T2	wbreaker-0267	mt2	pe	151	159	27	25	124.601	199	130	0	20	3	0	46	0	0	0	0	40	99012	14	85611	124601	2
wbreaker-026-mt2-8	T2	wbreaker-0268	mt2	pe	101	102	17	16	50.905	30	17	0	3	0	4	6	0	0	0	0	7	20073	3	17442	50905	2
wbreaker-026-mt2-9	T2	wbreaker-0269	mt2	pe	51	71	10	14	26.365	83	33	0	7	3	8	32	0	0	0	0	16	17337	4	11694	26365	1
wbreaker-026-mt2-10	T2	wbreaker-02610	mt2	pe	34	34	6	7	13.076	8	5	0	2	0	0	1	0	0	0	0	4	5794	3	5415	13076	2
wbreaker-027-mt1-1	T2	wbreaker-0271	mt1	pe	25	22	6	5	2.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2163	1
wbreaker-027-mt1-2	T2	wbreaker-0272	mt1	pe	70	79	13	17	35.106	110	53	0	10	1	30	16	0	0	0	0	19	25762	6	19804	35106	1
wbreaker-027-mt1-3	T2	wbreaker-0273	mt1	pe	50	33	11	5	7.464	8	1	0	1	0	0	6	0	0	0	0	5	5928	1	3265	7464	1
wbreaker-027-mt1-4	T2	wbreaker-0274	mt1	pe	67	98	13	20	50.765	140	80	0	18	2	5	35	0	0	0	0	24	34277	7	26380	50765	1
wbreaker-027-mt1-5	T2	wbreaker-0275	mt1	pe	119	132	25	21	41.967	54	20	0	4	1	14	15	0	0	0	0	11	32630	6	28865	41967	1
wbreaker-027-mt1-6	T2	wbreaker-0276	mt1	pe	75	62	13	12	61.645	88	59	0	14	2	0	13	0	0	0	0	10	49312	3	46190	61645	1
wbreaker-027-mt1-7	T2	wbreaker-0277	mt1	pe	22	29	4	4	18.789	33	25	0	3	3	0	2	0	0	0	0	3	3454	1	2455	18789	2
wbreaker-027-mt1-8	T2	wbreaker-0278	mt1	pe	36	30	5	5	4.454	1	1	0	0	0	0	0	0	0	0	0	1	1339	1	1339	4454	1
wbreaker-027-mt1-9	T2	wbreaker-0279	mt1	pe	7	8	1	1	5.101	1	1	0	0	0	0	0	0	0	0	0	1	1720	1	1720	5101	1
wbreaker-027-mt1-10	T2	wbreaker-02710	mt1	pe	103	94	17	18	26.77	54	32	0	8	1	9	4	0	0	0	0	11	12043	4	8430	26770	1
wbreaker-028-ht-1	T2	wbreaker-0281	ht	ht	82	66	14	12	30.147	107	70	0	15	3	3	16	0	0	0	0	17	15678	3	8645	30147	1
wbreaker-028-ht-2	T2	wbreaker-0282	ht	ht	37	32	8	7	7.447	40	28	0	7	1	0	4	0	0	0	0	1	969	0	0	7447	1
wbreaker-028-ht-3	T2	wbreaker-0283	ht	ht	57	80	11	18	71.74	186	106	0	27	2	5	46	0	0	0	0	24	20230	3	10333	71740	3
wbreaker-028-ht-4	T2	wbreaker-0284	ht	ht	89	110	18	22	53.875	137	99	0	21	4	0	13	0	0	0	0	15	32906	5	27882	53875	2
wbreaker-028-ht-5	T2	wbreaker-0285	ht	ht	53	51	7	10	15.873	59	44	0	9	2	0	4	0	0	0	0	8	7193	1	3621	15873	1
wbreaker-028-ht-6	T2	wbreaker-0286	ht	ht	44	50	8	11	10.5	58	43	0	10	1	0	4	0	0	0	0	2	1979	1	1647	10500	1
wbreaker-028-ht-7	T2	wbreaker-0287	ht	ht	62	101	11	13	43.532	217	133	0	19	7	0	58	0	0	0	0	24	18168	3	8484	43532	1
wbreaker-028-ht-8	T2	wbreaker-0288	ht	ht	128	139	24	25	51.469	193	133	0	27	6	0	27	0	0	0	0	32	22999	6	12009	51469	2
wbreaker-028-ht-9	T2	wbreaker-0289	ht	ht	92	110	16	20	22.383	118	87	0	20	7	0	4	0	0	0	0	11	8213	1	3331	22383	1
wbreaker-028-ht-10	T2	wbreaker-02810	ht	ht	54	68	9	13	17.468	78	60	0	12	1	0	5	0	0	0	0	8	6427	3	3927	17468	1
wbreaker-029-mt2-1	T2	wbreaker-0291	mt2	pe	55	67	10	13	33.273	53	29	0	5	1	2	16	0	0	0	0	8	19435	6	18548	33273	2
wbreaker-029-mt2-2	T2	wbreaker-0292	mt2	pe	64	76	11	14	25.046	83	51	0	10	4	0	18	0	0	0	0	14	15935	4	11124	25046	1
wbreaker-029-mt2-3	T2	wbreaker-0293	mt2	pe	12	14	3	3	2.917	3	1	0	0	0	0	2	0	0	0	0	1	1153	1	1153	2917	1
wbreaker-029-mt2-4	T2	wbreaker-0294	mt2	pe	39	34	7	7	2.941	3	2	0	1	0	0	0	0	0	0	0	1	974	0	0	2941	1
wbreaker-029-mt2-5	T2	wbreaker-0295	mt2	pe	31	31	8	7	8.005	31	24	0	6	1	0	0	0	0	0	0	2	2924	1	2586	8005	1
wbreaker-029-mt2-6	T2	wbreaker-0296	mt2	pe	46	34	9	6	11.045	34	26	0	5	3	0	0	0	0	0	0	2	5663	1	5109	11045	1
wbreaker-029-mt2-7	T2	wbreaker-0297	mt2	pe	53	54	10	8	19.531	41	34	0	5	2	0	0	0	0	0	0	4	13292	2	12291	19531	1
wbreaker-029-mt2-8	T2	wbreaker-0298	mt2	pe	64	96	10	20	39.741	51	36	0	11	0	0	4	0	0	0	0	7	28385	3	25887	39741	2
wbreaker-029-mt2-9	T2	wbreaker-0299	mt2	pe	87	97	14	18	34.341	93	48	0	9	1	10	25	0	0	0	0	14	21480	6	17877	34341	1
wbreaker-029-mt2-10	T2	wbreaker-02910	mt2	pe	105	112	22	20	114.086	24	20	0	3	0	0	1	0	0	0	0	5	24327	2	22732	114086	1
wbreaker-030-mt1-1	T2	wbreaker-0301	mt1	pe	20	38	4	7	12.465	38	31	0	6	1	0	0	0	0	0	0	5	6114	1	4248	12465	1
wbreaker-030-mt1-2	T2	wbreaker-0302	mt1	pe	46	70	7	13	23.133	58	34	0	7	2	0	15	0	0	0	0	9	12949	4	9778	23133	2
wbreaker-030-mt1-3	T2	wbreaker-0303	mt1	pe	127	143	26	28	53.184	58	27	0	7	0	5	19	0	0	0	0	11	38594	6	36324	53184	2
wbreaker-030-mt1-4	T2	wbreaker-0304	mt1	pe	85	87	18	15	43.83	46	33	0	7	1	1	4	0	0	0	0	8	33054	2	30074	43830	2
wbreaker-030-mt1-5	T2	wbreaker-0305	mt1	pe	114	136	22	24	40.634	42	27	0	5	1	0	7	0	1	1	0	11	27296	6	24379	40634	3
wbreaker-030-mt1-6	T2	wbreaker-0306	mt1	pe	33	44	5	7	5.805	8	7	0	0	0	0	1	0	0	0	0	2	3655	1	3340	5805	1
wbreaker-030-mt1-7	T2	wbreaker-0307	mt1	pe	79	81	14	14	28.909	46	39	0	6	1	0	0	0	0	0	0	4	22240	2	21340	28909	1
wbreaker-030-mt1-8	T2	wbreaker-0308	mt1	pe	115	137	21	25	44.182	120	67	0	13	1	5	34	0	0	0	0	14	30422	8	27402	44182	1
wbreaker-030-mt1-9	T2	wbreaker-0309	mt1	pe	98	115	16	17	52.255	129	72	0	9	1	19	28	0	0	0	0	21	34406	7	27442	52255	2
wbreaker-030-mt1-10	T2	wbreaker-03010	mt1	pe	51	72	9	13	19.215	101	46	0	10	5	0	40	0	0	0	0	6	6701	1	3501	19215	2
wbreaker-031-ht-1	T2	wbreaker-0311	ht	ht	49	45	9	9	50.733	79	48	0	11	3	0	17	0	0	0	0	11	41211	2	37421	50733	1
wbreaker-031-ht-2	T2	wbreaker-0312	ht	ht	69	76	11	14	32.812	90	65	0	13	5	0	7	0	0	0	0	10	20729	2	16870	32812	1
wbreaker-031-ht-3	T2	wbreaker-0313	ht	ht	75	77	14	14	31.362	136	86	0	19	2	0	29	0	0	0	0	13	17181	3	12740	31362	1
wbreaker-031-ht-4	T2	wbreaker-0314	ht	ht	108	114	21	21	22.894	124	93	0	21	5	0	5	0	0	0	0	13	8492	3	4135	22894	1
wbreaker-031-ht-5	T2	wbreaker-0315	ht	ht	75	87	15	19	26.994	95	69	0	20	2	0	4	0	0	0	0	12	15800	3	10637	26994	1
wbreaker-031-ht-6	T2	wbreaker-0316	ht	ht	57	60	10	12	22.654	84	58	0	12	2	0	12	0	0	0	0	10	11697	2	8058	22654	1
wbreaker-031-ht-7	T2	wbreaker-0317	ht	ht	35	25	7	4	8.609	25	21	0	3	1	0	0	0	0	0	0	2	4506	1	4022	8609	1
wbreaker-031-ht-8	T2	wbreaker-0318	ht	ht	59	66	10	11	17.553	68	51	0	10	6	0	1	0	0	0	0	12	8606	3	4793	17553	1
wbreaker-031-ht-9	T2	wbreaker-0319	ht	ht	19	29	3	5	11.205	47	27	0	6	5	0	9	0	0	0	0	7	3369	1	1238	11205	1
wbreaker-031-ht-10	T2	wbreaker-03110	ht	ht	30	35	5	8	8.182	37	28	0	7	1	0	1	0	0	0	0	5	2653	0	0	8182	1
wbreaker-032-mt2-1	T2	wbreaker-0321	mt2	pe	23	26	3	6	12.34	7	1	0	0	1	0	5	0	0	0	0	5	9671	4	8914	12340	1
wbreaker-032-mt2-2	T2	wbreaker-0322	mt2	pe	43	51	9	8	14.352	61	46	0	8	2	0	5	0	0	0	0	7	5373	1	2564	14352	1
wbreaker-032-mt2-3	T2	wbreaker-0323	mt2	pe	42	49	8	7	16.622	36	19	0	4	2	3	8	0	0	0	0	7	9294	4	7573	16622	2
wbreaker-032-mt2-4	T2	wbreaker-0324	mt2	pe	21	27	5	5	4.47	10	6	0	2	1	1	0	0	0	0	0	1	1800	1	1800	4470	1
wbreaker-032-mt2-5	T2	wbreaker-0325	mt2	pe	71	81	12	16	12.178	23	14	0	2	1	0	6	0	0	0	0	4	7328	2	6390	12178	1
wbreaker-032-mt2-6	T2	wbreaker-0326	mt2	pe	53	56	9	11	36.159	35	22	0	4	1	8	0	0	0	0	0	2	31366	2	31366	36159	1
wbreaker-032-mt2-7	T2	wbreaker-0327	mt2	pe	94	116	16	22	21.578	43	23	0	4	2	14	0	0	0	0	0	3	15244	2	14522	21578	1
wbreaker-032-mt2-8	T2	wbreaker-0328	mt2	pe	43	45	8	7	4.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4538	1
wbreaker-032-mt2-9	T2	wbreaker-0329	mt2	pe	44	41	9	8	13.511	2	0	0	0	1	0	1	0	0	0	0	2	12295	1	11426	13511	1
wbreaker-032-mt2-10	T2	wbreaker-03210	mt2	pe	111	102	17	17	40.042	96	38	0	11	4	8	33	0	1	1	0	23	27377	10	20077	40042	1
wbreaker-033-mt1-1	T2	wbreaker-0331	mt1	pe	65	36	12	7	8.934	28	22	0	4	2	0	0	0	0	0	0	2	4337	2	4337	8934	1
